name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2020-11-30,10.6,5.1,7.4,10.6,1.7,5.4,5.6,89.4,0,0,0,,0,0,32.7,16.7,273.6,1024.1,88.4,7,9,0.7,0,,2020-11-30T07:43:03,2020-11-30T15:55:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,D4121,03772099999,03770099999"
"London,UK",2020-12-01,8.6,5.5,6.6,6.1,2.9,4.3,2,72.6,0.001,100,4.17,rain,0,0,24.2,10.5,331.8,1025.3,51.6,21.3,24.7,2.1,2,,2020-12-01T07:44:27,2020-12-01T15:54:40,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-02,7.1,3.5,5.6,5.5,3.5,4.6,3.1,84.1,0.2,100,4.17,rain,0,0,13,7.1,260.9,1018,89.8,9.8,16.6,1.5,1,,2020-12-02T07:45:49,2020-12-02T15:54:06,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-03,7.5,3.6,5.5,4.9,1.9,3.5,4.2,91.5,14.214,100,16.67,rain,0,0,30,11,190.7,990,83.2,8.5,4.9,0.5,0,,2020-12-03T07:47:10,2020-12-03T15:53:34,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-04,6,3.6,4.7,3.8,-0.6,1.3,2.1,83.9,3.788,100,12.5,rain,1.7,1.2,25.9,14.1,249.4,977.3,90.9,14.1,10.2,0.8,0,,2020-12-04T07:48:28,2020-12-04T15:53:06,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2020-12-05,8.1,4,5.5,5.2,0.6,2.7,2,78.2,0.001,100,4.17,rain,0,0.3,26.4,11.6,102.9,991.2,71.3,22.2,23.9,2,2,,2020-12-05T07:49:44,2020-12-05T15:52:40,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-06,5.6,2.1,4,4.5,0.4,2.1,1.9,86.2,1.991,100,8.33,rain,0,0.2,15,7.9,8.3,1001.6,78.1,6.3,14.1,1.1,1,,2020-12-06T07:50:57,2020-12-06T15:52:19,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-07,3.6,1,2.3,3.5,-1,1.5,1.4,93.7,0.001,100,4.17,rain,0,0.5,12.5,4.1,22.6,999.2,96.9,1,9.8,0.8,1,,2020-12-07T07:52:09,2020-12-07T15:52:00,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-08,4.1,1.6,2.9,3.1,0.5,2.1,2,93.8,0.614,100,8.33,rain,0,0.3,12.3,5.2,243.4,1003.3,79.8,2.2,17.7,1.5,1,,2020-12-08T07:53:18,2020-12-08T15:51:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-09,7,4.5,5.6,5,2,3.2,3.6,87.2,1.994,100,4.17,rain,0,0.1,17.2,8.8,236.4,1005.8,92.5,11.8,16.6,1.2,1,,2020-12-09T07:54:24,2020-12-09T15:51:33,0.82,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,F6665,D4121,03772099999,03770099999"
"London,UK",2020-12-10,7.6,6,6.9,6.1,3,4.3,4.6,85,0,0,0,,0,0,22.1,11.8,135.4,999.2,95.5,11.2,8.7,0.6,0,,2020-12-10T07:55:28,2020-12-10T15:51:25,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2020-12-11,11.1,7.6,9.1,11.1,5.5,8.2,8.2,93.6,7.576,100,16.67,rain,0,0,23.3,11.5,201.7,987.1,79.9,7.2,13,1,1,,2020-12-11T07:56:30,2020-12-11T15:51:19,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2020-12-12,9.6,3.1,7.8,7.6,0.5,5.6,5.4,85.3,0.001,100,4.17,rain,0,0,26.8,12.7,281.5,999,68.5,15.3,11.9,1.2,1,,2020-12-12T07:57:28,2020-12-12T15:51:18,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-13,11.6,2.1,7.4,11.6,0.6,5.9,6.2,92.2,1.996,100,4.17,rain,0,0,30.9,14.8,174.8,1002.4,84.9,8.5,8.7,0.6,1,,2020-12-13T07:58:24,2020-12-13T15:51:20,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2020-12-14,12.6,8.6,10.5,12.6,6.5,9.7,8.5,88.1,13.761,100,16.67,rain,0,0,36.9,16.9,202.2,999.2,69.1,10.6,16.9,1.4,1,,2020-12-14T07:59:17,2020-12-14T15:51:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-15,11.6,8.1,9.3,11.6,6.4,8,7.2,86.9,2.194,100,8.33,rain,0,0,24.4,11.4,186.4,1005.7,39.8,12.8,20.3,1.7,2,,2020-12-15T08:00:07,2020-12-15T15:51:33,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-16,11,8,9.3,11,6.1,7.8,7,85.4,2.013,100,4.17,rain,0,0,31.1,14.2,166.3,1007.3,83.6,15.9,21.7,1.9,1,,2020-12-16T08:00:55,2020-12-16T15:51:45,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-17,11.5,6.6,9.4,11.5,4.3,8.3,7,85.2,0.199,100,4.17,rain,0,0,30.6,14.8,207.6,1013.9,49.9,15.1,21.7,1.8,1,,2020-12-17T08:01:39,2020-12-17T15:52:01,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-18,12.1,11,11.5,12.1,11,11.5,9.5,87.2,0.415,100,12.5,rain,0,0,35.8,18.6,188.1,1010.7,93.7,8.9,10.3,0.7,0,,2020-12-18T08:02:20,2020-12-18T15:52:20,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2020-12-19,12.5,7.6,10.4,12.5,5.1,9.8,7.6,82.7,1.638,100,16.67,rain,0,0,32.4,16.5,197.3,1005.1,62.8,11.4,15,1.3,1,,2020-12-19T08:02:58,2020-12-19T15:52:42,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-20,10.1,6.1,8.1,10.1,3.6,6,5.3,82.8,5.779,100,12.5,rain,0,0,28.4,13.2,209.4,1012.6,46.7,17.4,21.9,1.8,1,,2020-12-20T08:03:33,2020-12-20T15:53:08,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-21,13.6,7,11.1,13.6,5,10.3,9.9,91.7,2.014,100,8.33,rain,0,0,33.6,16,200.5,1006.7,92.6,10.6,6.5,0.6,0,,2020-12-21T08:04:05,2020-12-21T15:53:36,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-22,14,10.2,11.7,14,10.2,11.7,9.6,87.3,2.001,100,8.33,rain,0,0,37.4,18.5,245.1,1010.4,85.8,17.2,10.2,0.8,1,,2020-12-22T08:04:33,2020-12-22T15:54:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-23,13.1,9,11.3,13.1,6.7,11.1,9.9,91.2,2.999,100,8.33,rain,0,0,28.9,14.1,195.3,1005,81,12.8,11.5,1,1,,2020-12-23T08:04:58,2020-12-23T15:54:44,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-24,7.6,3.1,5.3,3.9,-1.4,1.4,1.5,76.4,1.992,100,8.33,rain,0,0,33.2,16.8,349.6,1020.7,60.1,24.9,23.3,2,2,,2020-12-24T08:05:20,2020-12-24T15:55:23,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2020-12-25,4.6,1.5,2.7,1.3,-1.9,-0.4,-1.6,73.8,0,0,0,,0,0,29.8,11.2,312.9,1030.8,53,26.8,15,1.4,1,,2020-12-25T08:05:38,2020-12-25T15:56:05,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-26,10.6,1.1,6.7,10.6,-1.8,4.7,4.3,84.3,0,0,0,,0,0,40.2,25.6,226.9,1016.2,75.7,23.1,13.9,1.2,1,,2020-12-26T08:05:54,2020-12-26T15:56:50,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-27,10.1,2.1,6.4,10.1,0.5,3.5,3.6,82.1,16.947,100,12.5,rain,0,0,50.3,27.9,235.6,977.6,52.7,14.4,18.3,1.5,1,,2020-12-27T08:06:05,2020-12-27T15:57:38,0.41,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-28,3.6,0.6,2.4,3.1,-2.2,0.2,1.1,91.2,0.001,100,4.17,rain,0,0,20.1,9.5,9.1,974.6,77.5,7.9,16.2,1.3,1,,2020-12-28T08:06:14,2020-12-28T15:58:29,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-29,4.6,1.5,3,2.6,-2.1,0.4,0.7,84.9,0,0,0,,0,0,16.8,8.5,312,990,96.3,8.5,11.3,0.9,1,,2020-12-29T08:06:19,2020-12-29T15:59:23,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-30,5,0,2.1,3.1,-3.4,0.1,0.4,88.8,0.001,100,4.17,rain,0,0,17.2,8.1,271.1,1002.4,64.8,12.4,24.1,2.2,1,,2020-12-30T08:06:21,2020-12-30T16:00:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020-12-31,2.1,-1,0.7,1.6,-4.5,-1.6,-1,88.4,0,0,0,,0,0.4,14.8,6.8,317.8,1005.6,88.4,4.9,13.3,1.2,1,,2020-12-31T08:06:19,2020-12-31T16:01:20,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-01,5,-0.5,2,3.1,-3.5,-0.1,0.7,91,0.002,100,4.17,rain,0,0.4,15,6.3,303.6,1011.4,98.4,2.9,9.8,0.9,0,,2021-01-01T08:06:14,2021-01-01T16:02:22,0.58,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-02,5.1,1.5,3.7,3.2,-1.3,1.6,1,82.5,0.603,100,8.33,rain,0,0,17.7,7.4,345.5,1015.8,83,11.9,14.6,1.3,1,,2021-01-02T08:06:05,2021-01-02T16:03:28,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-03,6,1.1,3.8,3.5,-2.3,0.9,1.6,86,1.985,100,4.17,rain,0,0,22.8,10.5,32.4,1017.4,90.3,9.7,14.7,1.3,1,,2021-01-03T08:05:54,2021-01-03T16:04:36,0.65,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-04,5.6,3.5,4.2,1.5,-0.6,0.2,1.3,81.4,0.21,100,12.5,rain,0,0,32.2,16,37.1,1019.2,81.9,14.8,7.3,0.6,0,,2021-01-04T08:05:38,2021-01-04T16:05:46,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-05,4.6,2.5,3.7,0.9,-1.7,-0.3,1,82.4,0.994,100,8.33,rain,0,0,27.3,13.2,27.2,1019.9,78,15,9.5,0.7,1,,2021-01-05T08:05:20,2021-01-05T16:06:59,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-06,5.6,2,4,3,-0.2,1.2,1.4,83,0.435,100,12.5,rain,0,0,22.4,10.9,24.3,1019.4,68.1,12.2,18.7,1.6,1,,2021-01-06T08:04:58,2021-01-06T16:08:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-07,3.1,-1,1,0,-4.2,-1.8,-0.8,87.5,0,0,0,,0,0,13.6,7.8,294.3,1018.4,76.2,4.8,17.4,1.5,1,,2021-01-07T08:04:33,2021-01-07T16:09:32,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-08,2.5,-1,0.6,2.5,-3.6,-1.2,-0.8,90.4,0,0,0,,0,0,11.4,6.9,48.5,1018.5,95.4,3.4,10.6,0.8,1,,2021-01-08T08:04:05,2021-01-08T16:10:52,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2021-01-09,4.5,-1.2,1.1,4.1,-3.6,-0.1,-0.5,89.3,0,0,0,,0,0,12.1,6.1,352.7,1026.2,72.5,2.9,17.7,1.4,1,,2021-01-09T08:03:34,2021-01-09T16:12:14,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-10,3.6,-1.7,1,1.4,-4.8,-1.8,-0.1,92.8,0,0,0,,0,0,14.1,7,264.2,1025.9,99.1,2.9,15.9,1.3,1,,2021-01-10T08:02:59,2021-01-10T16:13:38,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-11,9,3.6,6.7,5.3,1,3.4,4.1,83.9,0,0,0,,0,0,33.4,20.6,253,1017.8,94.7,15.5,21.2,1.7,1,,2021-01-11T08:02:22,2021-01-11T16:15:04,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-12,9.5,2.5,6.8,6.9,1.8,4.7,4.6,85.9,7.99,100,12.5,rain,0,0,34,17.2,289.4,1014,83.6,10.9,12.9,1.1,1,,2021-01-12T08:01:41,2021-01-12T16:16:32,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-13,9.6,1.1,6.1,7.3,1.1,4.3,5.4,95.2,1.995,100,8.33,rain,0,0,18.1,11.8,256.3,1018.3,93.9,4.3,9.8,0.7,0,,2021-01-13T08:00:57,2021-01-13T16:18:02,0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2021-01-14,9.1,2.6,5,7.2,-1.1,2.3,4.1,94.3,27.515,100,12.5,rain,0,0,20.6,10,41.3,1016.5,94.4,4.7,7,0.5,0,,2021-01-14T08:00:10,2021-01-14T16:19:34,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2021-01-15,4.1,1.1,2.4,4.1,-1.8,1,0.3,86.3,0.398,100,4.17,rain,0,0.2,16.1,8.2,357.5,1029.6,62.4,5.7,18.6,1.8,1,,2021-01-15T07:59:21,2021-01-15T16:21:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2021-01-16,7.2,1.6,4.9,5.4,-2.8,1.7,3,87.8,5.017,100,8.33,rain,0,0.5,30,13.9,214.3,1020,88.8,12.3,9.5,0.8,1,,2021-01-16T07:58:28,2021-01-16T16:22:41,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-17,8,3.1,5.7,5.3,0.5,3,2.1,78.3,0,0,0,,0,0,28,12.1,287.4,1023.4,60.9,15.4,34,2.8,2,,2021-01-17T07:57:33,2021-01-17T16:24:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2021-01-18,8.6,2.5,5.3,5.4,-0.9,2.6,3.5,88.3,0.001,100,4.17,rain,0,0,28.9,15.4,223.8,1021.2,64.8,11.8,25,2.1,1,,2021-01-18T07:56:35,2021-01-18T16:25:55,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2021-01-19,11.6,9.1,10.6,11.6,6.2,10.1,8.3,85.6,0.009,100,12.5,rain,0,0,39.1,19.7,227.4,1004.1,93.7,10.7,15.9,1.4,1,,2021-01-19T07:55:34,2021-01-19T16:27:34,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2021-01-20,10.6,9.3,10.2,10.6,5.5,9.3,8.1,86.8,0.434,100,16.67,rain,0,0,39,21.6,202.2,987.5,94.5,6.2,6.1,0.5,0,,2021-01-20T07:54:30,2021-01-20T16:29:14,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-21,8.8,4.3,6.6,6,-0.4,3.1,2.4,74.7,3.018,100,8.33,rain,0,0,40.3,24.5,241.7,984.6,50.8,19.3,32.5,2.8,2,,2021-01-21T07:53:24,2021-01-21T16:30:55,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-22,7.1,0.5,4,5.7,-2.8,1.2,1.2,82.9,0.001,100,4.17,rain,0,0,17.7,10.1,247.8,992.1,29.2,16.6,31.9,2.8,2,,2021-01-22T07:52:15,2021-01-22T16:32:37,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-23,4.5,-0.2,2.1,2,-2.8,0,0,86.5,0.599,100,4.17,rain,0,0,19.9,9.5,289.7,995.5,57.9,13.5,24.6,2.1,1,,2021-01-23T07:51:03,2021-01-23T16:34:20,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-24,2,-2,0.6,1.6,-4.4,-2,-0.7,91,2.993,100,4.17,"rain,snow",2.4,1.3,24.4,8.6,329.4,996.9,71.3,10.8,10.6,1.1,0,,2021-01-24T07:49:49,2021-01-24T16:36:04,0.36,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,D4121,03772099999,03770099999"
"London,UK",2021-01-25,5.1,-1.2,1.7,1.6,-3.8,-1.6,-1.7,78.2,0.201,100,12.5,rain,0,1.8,21.7,11,292.4,1009.5,19.9,14.3,35.3,3.2,2,,2021-01-25T07:48:33,2021-01-25T16:37:49,0.39,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-26,6.6,-0.5,3,4,-3.6,0.6,1.4,89.5,0.602,100,8.33,rain,0,0.7,28,13.6,205.6,1015.8,70.4,11.1,19.9,1.7,1,,2021-01-26T07:47:14,2021-01-26T16:39:35,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-27,9.6,6.6,8.3,8.8,4.6,6.9,7.6,95.3,1.201,100,8.33,rain,0,0.1,21.3,7.6,244.1,1011,93.7,3.9,17.9,1.5,1,,2021-01-27T07:45:53,2021-01-27T16:41:21,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2021-01-28,13,8.6,10.9,13,6.9,10.5,9.2,89.7,18.561,100,16.67,rain,0,0,32.4,18.5,242.5,1001.5,89.3,9.7,24,2.1,1,,2021-01-28T07:44:30,2021-01-28T16:43:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2021-01-29,11.1,7.2,9.5,11.1,5.1,8.1,7.1,84.9,11.984,100,12.5,rain,0,0,32.4,17.9,262,998.3,77.2,12.3,22,1.9,1,,2021-01-29T07:43:04,2021-01-29T16:44:55,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-30,8,3.6,5.4,7.2,-1.5,1.9,3.6,88.9,12.601,100,16.67,rain,0,0,32.4,17.5,80.5,997.7,94.7,7.5,10,0.8,0,,2021-01-30T07:41:37,2021-01-30T16:46:43,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-01-31,4.1,1.6,3.1,1.3,-1.5,-0.1,0,80.5,1.001,100,4.17,rain,0,0,28,12.3,75.7,997.8,69.7,11.1,22.8,1.8,1,,2021-01-31T07:40:07,2021-01-31T16:48:32,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2021-02-01,4.6,3.6,4.1,4,0.9,2,2.3,88.3,0.4,100,4.17,rain,0,0,15.4,7.2,19.1,996.8,99.6,4.6,11.3,0.9,1,,2021-02-01T07:38:35,2021-02-01T16:50:21,0.63,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2021-02-02,13.1,4,9.2,13.1,0.8,8.3,7.2,87.4,5.589,100,12.5,rain,0,0,29.1,15.1,208.6,994.6,87,6.1,35.1,3,2,,2021-02-02T07:37:01,2021-02-02T16:52:10,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-02-03,10.5,6.1,8.6,10.5,3.6,7.2,5.7,81.9,1.008,100,8.33,rain,0,0,30,14.3,247.8,996.5,69.4,11.2,18.2,1.5,1,,2021-02-03T07:35:26,2021-02-03T16:53:59,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-02-04,9.1,4,7,7.4,2.6,5.7,5.9,92.7,3.994,100,8.33,rain,0,0,19.7,9.4,155.3,1008.2,69.9,6.7,23.9,2,2,,2021-02-04T07:33:48,2021-02-04T16:55:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-02-05,11.1,6.5,8.3,11.1,5.2,7.2,5.9,85.4,7.984,100,8.33,rain,0,0,18.6,9.8,195.9,1008.1,72.3,11.4,52.7,4.6,3,,2021-02-05T07:32:09,2021-02-05T16:57:39,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021-02-06,8.1,5,6.8,7,1.3,5.4,5,88.7,2.192,100,12.5,rain,0,0,22.8,11.5,27.5,1006.6,86.4,8.1,30.2,2.5,2,,2021-02-06T07:30:28,2021-02-06T16:59:29,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2021-02-07,4.5,-0.5,1.8,0.7,-6.5,-3.4,-0.8,82.8,7.783,100,12.5,"rain,snow",2,1.3,35.8,16.6,29.8,1004.1,89.7,7.6,18.8,1.5,1,,2021-02-07T07:28:45,2021-02-07T17:01:19,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
